,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Unnamed: 35_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 53_level_0,qb,qb_tag
9,10,2004,2004-11-28,11,12,,ATL,,NOR,W 24-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Schaub,SchaMa00
10,11,2004,2004-12-05,12,13,23.163,ATL,@,TAM,L 0-27,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
11,12,2004,2004-12-12,13,14,23.170,ATL,,OAK,W 35-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
12,13,2004,2004-12-18,14,15,,ATL,,CAR,W 34-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Schaub,SchaMa00
13,14,2004,2004-12-26,15,16,23.184,ATL,@,NOR,L 13-26,*,17,41,41.46,188,0,2,35.4,3,14,4.59,2.39,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
14,15,2004,2005-01-02,16,17,23.191,ATL,@,SEA,L 26-28,,14,22,63.64,133,1,1,76.5,1,0,6.05,4.91,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
15,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
16,16,2005,2005-09-12,1,1,24.079,ATL,,PHI,W 14-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
17,17,2005,2005-09-18,2,2,24.085,ATL,@,SEA,L 18-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
18,18,2005,2005-09-25,3,3,24.092,ATL,@,BUF,W 24-16,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
19,19,2005,2005-10-02,4,4,24.099,ATL,,MIN,W 30-10,,5,14,35.71,39,0,0,44.3,0,0,2.79,2.79,4,56,14.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
20,20,2005,2005-10-09,5,5,24.106,ATL,,NWE,L 28-31,*,18,34,52.94,298,3,0,112.1,3,14,8.76,10.53,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
21,21,2005,2005-10-16,6,6,24.113,ATL,@,NOR,W 34-31,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
22,22,2005,2005-10-24,7,7,24.121,ATL,,NYJ,W 27-14,,,,,,,,,0,,,,,,,,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,,Matt Schaub,SchaMa00
23,23,2005,2005-11-06,8,9,24.134,ATL,@,MIA,W 17-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
24,24,2005,2005-11-13,9,10,24.141,ATL,,GNB,L 25-33,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
25,25,2005,2005-11-20,10,11,24.148,ATL,,TAM,L 27-30,,0,0,,0,0,0,,1,1,,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
26,26,2005,2005-11-24,11,12,24.152,ATL,@,DET,W 27-7,,0,0,,0,0,0,,0,,,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
27,27,2005,2005-12-04,12,13,24.162,ATL,@,CAR,L 6-24,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
28,28,2005,2005-12-12,13,14,24.170,ATL,,NOR,W 36-17,,1,2,50.00,48,0,0,95.8,0,0,24.00,24.00,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
29,29,2005,2005-12-18,14,15,24.176,ATL,@,CHI,L 3-16,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
30,30,2005,2005-12-24,15,16,24.182,ATL,@,TAM,L 24-27,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
31,31,2005,2006-01-01,16,17,24.190,ATL,,CAR,L 11-44,,9,13,69.23,110,1,0,120.7,2,12,8.46,10.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
32,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
33,32,2006,2006-09-10,1,1,25.077,ATL,@,CAR,W 20-6,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
34,33,2006,2006-09-17,2,2,25.084,ATL,,TAM,W 14-3,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
35,34,2006,2006-09-25,3,3,25.092,ATL,@,NOR,L 3-23,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
36,35,2006,2006-10-01,4,4,25.098,ATL,,ARI,W 32-10,,0,0,,0,0,0,,0,,,,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
37,36,2006,2006-10-15,5,6,25.112,ATL,,NYG,L 14-27,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
38,37,2006,2006-10-22,6,7,25.119,ATL,,PIT,W 41-38,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
39,38,2006,2006-10-29,7,8,25.126,ATL,@,CIN,W 29-27,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
40,39,2006,2006-11-05,8,9,25.133,ATL,@,DET,L 14-30,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
41,40,2006,2006-11-12,9,10,25.140,ATL,,CLE,L 13-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
42,41,2006,2006-11-19,10,11,25.147,ATL,@,BAL,L 10-24,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
43,42,2006,2006-11-26,11,12,25.154,ATL,,NOR,L 13-31,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
44,43,2006,2006-12-03,12,13,25.161,ATL,@,WAS,W 24-14,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
45,44,2006,2006-12-10,13,14,25.168,ATL,@,TAM,W 17-6,,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-11,0,,,,,,,,Matt Schaub,SchaMa00
46,45,2006,2006-12-16,14,15,25.174,ATL,,DAL,L 28-38,,3,5,60.00,33,0,1,40.0,0,0,6.60,-2.40,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
47,46,2006,2006-12-24,15,16,25.182,ATL,,CAR,L 3-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
48,47,2006,2006-12-31,16,17,25.189,ATL,@,PHI,L 17-24,,15,21,71.43,175,1,1,92.4,2,8,8.33,7.14,2,21,10.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
49,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
50,48,2007,2007-09-09,1,1,26.076,HOU,,KAN,W 20-3,*,16,22,72.73,225,1,1,101.5,2,19,10.23,9.09,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
51,49,2007,2007-09-16,2,2,26.083,HOU,@,CAR,W 34-21,*,20,28,71.43,227,2,0,119.2,0,0,8.11,9.54,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
52,50,2007,2007-09-23,3,3,26.090,HOU,,IND,L 24-30,*,27,33,81.82,236,1,2,81.3,3,22,7.15,5.03,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,0,0,1,0,0,,,,,,,,Matt Schaub,SchaMa00
53,51,2007,2007-09-30,4,4,26.097,HOU,@,ATL,L 16-26,*,28,40,70.00,317,1,0,101.8,1,6,7.93,8.43,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,0,-6,0,,,,,,,,Matt Schaub,SchaMa00
54,52,2007,2007-10-07,5,5,26.104,HOU,,MIA,W 22-19,*,20,34,58.82,294,0,1,74.9,2,16,8.65,7.32,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
55,53,2007,2007-10-14,6,6,26.111,HOU,@,JAX,L 17-37,*,19,31,61.29,259,0,1,74.5,2,12,8.35,6.90,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
56,54,2007,2007-10-21,7,7,26.118,HOU,,TEN,L 36-38,*,5,9,55.56,23,0,0,60.9,2,19,2.56,2.56,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,Matt Schaub,SchaMa00
57,55,2007,2007-10-28,8,8,26.125,HOU,@,SDG,L 10-35,*,11,18,61.11,77,0,2,31.2,0,0,4.28,-0.72,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
58,56,2007,2007-11-04,9,9,,HOU,@,OAK,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
59,57,2007,2007-11-18,10,11,26.146,HOU,,NOR,W 23-10,*,21,33,63.64,293,2,0,112.3,1,6,8.88,10.09,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
60,58,2007,2007-11-25,11,12,26.153,HOU,@,CLE,L 17-27,*,22,36,61.11,256,2,2,78.0,2,19,7.11,5.72,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
61,59,2007,2007-12-02,12,13,26.160,HOU,@,TEN,L 20-28,*,3,5,60.00,34,0,0,80.4,1,7,6.80,6.80,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
62,60,2007,2007-12-09,13,14,,HOU,,TAM,W 28-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
63,61,2007,2007-12-13,14,15,,HOU,,DEN,W 31-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
64,62,2007,2007-12-23,15,16,,HOU,@,IND,L 15-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
65,63,2007,2007-12-30,16,17,,HOU,,JAX,W 42-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
66,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
67,64,2008,2008-09-07,1,1,27.074,HOU,@,PIT,L 17-38,*,25,33,75.76,202,1,2,75.6,5,43,6.12,4.00,2,4,2.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
68,65,2008,2008-09-21,2,3,27.088,HOU,@,TEN,L 12-31,*,17,37,45.95,188,0,3,27.8,3,17,5.08,1.43,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,0,0,1,-2,0,,,,,,,,Matt Schaub,SchaMa00
69,66,2008,2008-09-28,3,4,27.095,HOU,@,JAX,L 27-30,*,29,40,72.50,307,3,0,119.5,0,0,7.68,9.18,5,24,4.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,Matt Schaub,SchaMa00
70,67,2008,2008-10-05,4,5,,HOU,,IND,L 27-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Schaub,SchaMa00
71,68,2008,2008-10-12,5,6,27.109,HOU,,MIA,W 29-28,*,22,42,52.38,379,1,2,71.4,1,8,9.02,7.36,4,15,3.75,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
