,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 41_level_0,qb,qb_tag
9,10,2011,2011-11-20,10,11,,SFO,,ARI,W 23-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
10,11,2011,2011-11-24,11,12,,SFO,@,BAL,L 6-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
11,12,2011,2011-12-04,12,13,24.031,SFO,,STL,W 26-0,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,,Colin Kaepernick,KaepCo00
12,13,2011,2011-12-11,13,14,,SFO,@,ARI,L 19-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
13,14,2011,2011-12-19,14,15,,SFO,,PIT,W 20-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
14,15,2011,2011-12-24,15,16,,SFO,@,SEA,W 19-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
15,16,2011,2012-01-01,16,17,,SFO,@,STL,W 34-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
16,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Colin Kaepernick,KaepCo00
17,17,2012,2012-09-09,1,1,24.311,SFO,@,GNB,W 30-22,,0,0,,0,0,0,,0,0,,,1,17,17.00,0,,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
18,18,2012,2012-09-16,2,2,,SFO,,DET,W 27-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
19,19,2012,2012-09-23,3,3,,SFO,@,MIN,L 13-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
20,20,2012,2012-09-30,4,4,24.332,SFO,@,NYJ,W 34-0,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,5,50,10.00,1,,1,6,0,0,0,0,0,0,11,15%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
21,21,2012,2012-10-07,5,5,24.339,SFO,,BUF,W 45-3,,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,4,39,9.75,1,,1,6,1,1,0,0,0,0,19,28%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
22,22,2012,2012-10-14,6,6,24.346,SFO,,NYG,L 3-26,,4,7,57.14,82,0,0,98.5,2,17,11.71,11.71,2,6,3.00,0,,0,0,0,0,0,0,0,0,16,26%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
23,23,2012,2012-10-18,7,7,24.350,SFO,,SEA,W 13-6,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
24,24,2012,2012-10-29,8,8,,SFO,@,ARI,W 24-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
25,25,2012,2012-11-11,9,10,25.008,SFO,,STL,T 24-24,,11,17,64.71,117,0,0,84.7,3,22,6.88,6.88,8,66,8.25,1,,1,6,2,0,0,0,0,0,43,65%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
26,26,2012,2012-11-19,10,11,25.016,SFO,,CHI,W 32-7,*,16,23,69.57,243,2,0,133.1,1,7,10.57,12.30,4,10,2.50,0,,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
27,27,2012,2012-11-25,11,12,25.022,SFO,@,NOR,W 31-21,*,16,25,64.00,231,1,1,90.6,0,0,9.24,8.24,6,27,4.50,1,,1,6,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
28,28,2012,2012-12-02,12,13,25.029,SFO,@,STL,L 13-16,*,21,32,65.63,208,0,0,83.9,3,17,6.50,6.50,9,84,9.33,0,,0,0,1,1,0,0,-15,0,77,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
29,29,2012,2012-12-09,13,14,25.036,SFO,,MIA,W 27-13,*,18,23,78.26,185,0,0,100.2,4,19,8.04,8.04,6,53,8.83,1,,1,6,1,0,0,0,0,0,57,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
30,30,2012,2012-12-16,14,15,25.043,SFO,@,NWE,W 41-34,*,14,25,56.00,221,4,1,108.5,1,13,8.84,10.24,7,28,4.00,0,,0,0,4,0,0,2,-7,0,68,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
31,31,2012,2012-12-23,15,16,25.050,SFO,@,SEA,L 13-42,*,19,36,52.78,244,1,1,72.0,1,13,6.78,6.08,7,31,4.43,0,,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
32,32,2012,2012-12-30,16,17,25.057,SFO,,ARI,W 27-13,*,16,28,57.14,276,2,0,114.6,1,4,9.86,11.29,3,5,1.67,0,,0,0,0,0,0,0,0,0,61,91%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Colin Kaepernick,KaepCo00
34,33,2013,2013-09-08,1,1,25.309,SFO,,GNB,W 34-28,*,27,39,69.23,412,3,0,129.4,2,8,10.56,12.10,7,22,3.14,0,,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
35,34,2013,2013-09-15,2,2,25.316,SFO,@,SEA,L 3-29,*,13,28,46.43,127,0,3,20.1,3,20,4.54,-0.29,9,87,9.67,0,,0,0,1,1,0,0,0,0,53,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
36,35,2013,2013-09-22,3,3,25.323,SFO,,IND,L 7-27,*,13,27,48.15,150,0,1,49.9,3,11,5.56,3.89,7,20,2.86,0,,0,0,1,1,0,0,0,0,53,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
37,36,2013,2013-09-26,4,4,25.327,SFO,@,STL,W 35-11,*,15,23,65.22,167,2,0,115.7,2,16,7.26,9.00,3,11,3.67,0,,0,0,1,1,0,0,-1,0,67,97%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
38,37,2013,2013-10-06,5,5,25.337,SFO,,HOU,W 34-3,*,6,15,40.00,113,1,0,89.0,1,6,7.53,8.87,1,14,14.00,0,,0,0,0,0,0,0,0,0,44,83%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
39,38,2013,2013-10-13,6,6,25.344,SFO,,ARI,W 32-20,*,16,29,55.17,252,2,1,92.9,2,14,8.69,8.52,4,18,4.50,0,,0,0,2,1,0,1,-1,0,70,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
40,39,2013,2013-10-20,7,7,25.351,SFO,@,TEN,W 31-17,*,13,21,61.90,199,0,0,93.2,2,3,9.48,9.48,11,68,6.18,1,,1,6,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
41,40,2013,2013-10-27,8,8,25.358,SFO,@,JAX,W 42-10,*,10,16,62.50,164,1,0,117.7,0,0,10.25,11.50,7,54,7.71,2,,2,12,0,0,0,0,0,0,49,86%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
42,41,2013,2013-11-10,9,10,26.007,SFO,,CAR,L 9-10,*,11,22,50.00,91,0,1,42.0,6,45,4.14,2.09,4,16,4.00,0,,0,0,0,0,0,0,0,0,53,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
43,42,2013,2013-11-17,10,11,26.014,SFO,@,NOR,L 20-23,*,17,31,54.84,127,2,1,72.9,3,12,4.10,3.94,3,25,8.33,0,,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
44,43,2013,2013-11-25,11,12,26.022,SFO,@,WAS,W 27-6,*,15,24,62.50,235,3,0,134.5,2,7,9.79,12.29,9,20,2.22,0,,0,0,1,0,0,1,0,0,59,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
45,44,2013,2013-12-01,12,13,26.028,SFO,,STL,W 23-13,*,19,28,67.86,275,1,0,111.5,4,20,9.82,10.54,4,21,5.25,0,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
46,45,2013,2013-12-08,13,14,26.035,SFO,,SEA,W 19-17,*,15,29,51.72,175,1,1,67.5,2,20,6.03,5.17,9,31,3.44,0,,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
47,46,2013,2013-12-15,14,15,26.042,SFO,@,TAM,W 33-14,*,19,29,65.52,203,2,0,108.8,2,14,7.00,8.38,4,42,10.50,0,,0,0,0,0,0,0,0,0,71,96%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
48,47,2013,2013-12-23,15,16,26.050,SFO,,ATL,W 34-24,*,13,21,61.90,197,1,0,108.6,3,17,9.38,10.33,6,51,8.50,1,,1,6,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
49,48,2013,2013-12-29,16,17,26.056,SFO,@,ARI,W 23-20,*,21,34,61.76,310,2,0,111.2,2,18,9.12,10.29,4,24,6.00,0,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Colin Kaepernick,KaepCo00
51,49,2014,2014-09-07,1,1,26.308,SFO,@,DAL,W 28-17,*,16,23,69.57,201,2,0,125.5,1,9,8.74,10.48,5,11,2.20,0,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
52,50,2014,2014-09-14,2,2,26.315,SFO,,CHI,L 20-28,*,21,34,61.76,248,1,3,57.0,4,16,7.29,3.91,9,64,7.11,0,,0,0,1,1,0,0,0,0,67,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
53,51,2014,2014-09-21,3,3,26.322,SFO,@,ARI,L 14-23,*,29,37,78.38,245,1,0,103.3,1,9,6.62,7.16,12,54,4.50,0,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
54,52,2014,2014-09-28,4,4,26.329,SFO,,PHI,W 26-21,*,17,30,56.67,218,2,1,87.9,4,29,7.27,7.10,7,58,8.29,0,,0,0,0,0,0,0,0,0,83,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
55,53,2014,2014-10-05,5,5,26.336,SFO,,KAN,W 22-17,*,14,26,53.85,201,1,0,92.0,3,15,7.73,8.50,10,18,1.80,0,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
56,54,2014,2014-10-13,6,6,26.344,SFO,@,STL,W 31-17,*,22,35,62.86,343,3,0,123.9,0,0,9.80,11.51,3,37,12.33,0,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
57,55,2014,2014-10-19,7,7,26.350,SFO,@,DEN,L 17-42,*,24,39,61.54,263,1,1,79.3,6,53,6.74,6.10,3,18,6.00,0,,0,0,0,0,0,0,0,0,65,88%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
58,56,2014,2014-11-02,8,9,26.364,SFO,,STL,L 10-13,*,22,33,66.67,237,1,0,97.7,8,54,7.18,7.79,5,14,2.80,0,,0,0,3,2,0,1,-4,0,67,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
59,57,2014,2014-11-09,9,10,27.006,SFO,@,NOR,W 27-24,*,14,32,43.75,210,1,0,76.3,4,24,6.56,7.19,4,24,6.00,0,,0,0,1,1,0,0,0,0,69,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
60,58,2014,2014-11-16,10,11,27.013,SFO,@,NYG,W 16-10,*,15,29,51.72,193,1,0,84.4,1,8,6.66,7.34,8,24,3.00,0,,0,0,1,0,0,1,0,0,68,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
61,59,2014,2014-11-23,11,12,27.020,SFO,,WAS,W 17-13,*,20,29,68.97,256,1,1,93.5,2,10,8.83,7.97,9,14,1.56,0,,0,0,1,0,0,1,-2,0,61,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
62,60,2014,2014-11-27,12,13,27.024,SFO,,SEA,L 3-19,*,16,29,55.17,121,0,2,36.7,4,21,4.17,1.07,3,17,5.67,0,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
63,61,2014,2014-12-07,13,14,27.034,SFO,@,OAK,L 13-24,*,18,33,54.55,174,1,2,54.4,5,23,5.27,3.15,3,26,8.67,0,,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
64,62,2014,2014-12-14,14,15,27.041,SFO,@,SEA,L 7-17,*,11,19,57.89,141,0,0,81.2,6,36,7.42,7.42,9,46,5.11,0,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
65,63,2014,2014-12-20,15,16,27.047,SFO,,SDG,L 35-38,*,15,24,62.50,114,1,0,87.8,2,22,4.75,5.58,7,151,21.57,1,,1,6,1,1,0,0,0,0,72,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
66,64,2014,2014-12-28,16,17,27.055,SFO,,ARI,W 20-17,*,15,26,57.69,204,2,0,108.5,1,15,7.85,9.38,7,63,9.00,0,,0,0,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
67,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Colin Kaepernick,KaepCo00
68,65,2015,2015-09-14,1,1,27.315,SFO,,MIN,W 20-3,*,17,26,65.38,165,0,0,83.0,1,0,6.35,6.35,7,41,5.86,0,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
69,66,2015,2015-09-20,2,2,27.321,SFO,@,PIT,L 18-43,*,33,46,71.74,335,2,0,106.7,5,37,7.28,8.15,9,51,5.67,0,,0,0,2,1,0,0,-3,0,90,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
70,67,2015,2015-09-27,3,3,27.328,SFO,@,ARI,L 7-47,*,9,19,47.37,67,0,4,16.7,2,14,3.53,-5.95,7,46,6.57,1,,1,6,0,0,0,0,0,0,50,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
71,68,2015,2015-10-04,4,4,27.335,SFO,,GNB,L 3-17,*,13,25,52.00,160,0,1,55.4,6,41,6.40,4.60,10,57,5.70,0,,0,0,1,0,0,1,0,0,50,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
72,69,2015,2015-10-11,5,5,27.342,SFO,@,NYG,L 27-30,*,23,35,65.71,262,2,0,107.1,2,6,7.49,8.63,3,23,7.67,0,,0,0,2,0,0,1,0,0,68,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
73,70,2015,2015-10-18,6,6,27.349,SFO,,BAL,W 25-20,*,16,27,59.26,340,2,0,128.2,3,14,12.59,14.07,3,10,3.33,0,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
74,71,2015,2015-10-22,7,7,27.353,SFO,,SEA,L 3-20,*,13,24,54.17,124,0,0,68.7,6,43,5.17,5.17,0,0,,0,,0,0,0,0,0,0,0,0,46,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
75,72,2015,2015-11-01,8,8,27.363,SFO,@,STL,L 6-27,*,20,41,48.78,162,0,0,59.2,3,11,3.95,3.95,6,28,4.67,0,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
76,73,2015,2015-11-08,9,9,28.005,SFO,,ATL,W 17-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
77,74,2015,2015-11-22,10,11,,SFO,@,SEA,L 13-29,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Colin Kaepernick,KaepCo00
78,75,2015,2015-11-29,11,12,,SFO,,ARI,L 13-19,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Colin Kaepernick,KaepCo00
